DOL Salary Data,,,,,,,,
:: Assumed Salaries shown in black font,,,,,,,,
,Legal secretaries," $41,080 "," $14,649 "," $26,330 "," $31,930 "," $41,080 "," $52,340 "," $63,980 "
,"Legal support workers, all other"," $52,070 "," $27,337 "," $30,770 "," $40,010 "," $52,070 "," $70,460 "," $97,040 "
,Legislators," $18,810 "," $35,228 "," $14,830 "," $15,830 "," $18,810 "," $50,540 "," $81,150 "
,Librarians," $53,710 "," $18,493 "," $33,480 "," $42,980 "," $53,710 "," $66,750 "," $82,450 "
,"Library assistants, clerical"," $22,980 "," $8,899 "," $16,000 "," $18,280 "," $22,980 "," $29,780 "," $37,070 "
,"Library science teachers, postsecondary"," $60,650 "," $21,546 "," $39,440 "," $48,850 "," $60,650 "," $77,240 "," $94,310 "
,Library technicians," $29,570 "," $10,922 "," $17,560 "," $22,690 "," $29,570 "," $37,880 "," $46,740 "
,Licensed practical and licensed vocational nurses," $39,820 "," $10,390 "," $28,890 "," $33,920 "," $39,820 "," $47,220 "," $55,090 "
,"Life scientists, all other"," $63,970 "," $35,786 "," $38,680 "," $48,180 "," $63,970 "," $90,160 "," $123,220 "
,"Life, physical, and social science occupations"," $58,300 "," $31,488 "," $30,920 "," $41,470 "," $58,300 "," $82,040 "," $110,250 "
,"Life, physical, and social science technicians, all other"," $42,110 "," $17,297 "," $24,490 "," $32,010 "," $42,110 "," $55,020 "," $69,730 "
,"Lifeguards, ski patrol, and other recreational protective service workers"," $18,700 "," $6,089 "," $15,350 "," $16,500 "," $18,700 "," $22,340 "," $28,070 "
,"Loading machine operators, underground mining"," $44,420 "," $9,173 "," $31,740 "," $37,990 "," $44,420 "," $50,210 "," $57,060 "
,Loan counselors," $37,320 "," $15,006 "," $26,630 "," $30,970 "," $37,320 "," $46,550 "," $61,210 "
,Loan interviewers and clerks," $33,350 "," $10,369 "," $22,500 "," $27,340 "," $33,350 "," $40,800 "," $49,170 "
,Loan officers," $54,880 "," $30,492 "," $31,030 "," $39,990 "," $54,880 "," $76,610 "," $105,330 "
,"Locker room, coatroom, and dressing room attendants"," $19,750 "," $7,142 "," $15,600 "," $17,100 "," $19,750 "," $24,430 "," $30,940 "
,Locksmiths and safe repairers," $35,780 "," $13,922 "," $20,430 "," $26,840 "," $35,780 "," $46,970 "," $57,840 "
,Locomotive engineers," $47,870 "," $24,845 "," $33,430 "," $39,300 "," $47,870 "," $61,880 "," $88,690 "
,Locomotive firers," $47,060 "," $25,327 "," $23,280 "," $36,290 "," $47,060 "," $64,640 "," $88,830 "
,Lodging managers," $46,300 "," $23,930 "," $28,450 "," $35,310 "," $46,300 "," $63,890 "," $85,600 "
,Log graders and scalers," $33,700 "," $12,344 "," $22,280 "," $27,020 "," $33,700 "," $41,250 "," $53,080 "
,Logging equipment operators," $31,840 "," $9,435 "," $21,660 "," $26,060 "," $31,840 "," $38,550 "," $46,100 "
,"Logging workers, all other"," $34,440 "," $8,229 "," $21,840 "," $28,480 "," $34,440 "," $40,250 "," $46,270 "
,Logisticians," $67,960 "," $23,495 "," $40,520 "," $52,370 "," $67,960 "," $85,670 "," $104,500 "
,Machine feeders and offbearers," $26,290 "," $8,278 "," $17,470 "," $20,860 "," $26,290 "," $33,180 "," $38,950 "
,Machinists," $37,650 "," $12,663 "," $23,580 "," $29,690 "," $37,650 "," $47,010 "," $57,250 "
,Maids and housekeeping cleaners," $19,250 "," $6,441 "," $15,400 "," $16,910 "," $19,250 "," $23,460 "," $29,210 "
,"Mail clerks and mail machine operators, except postal service"," $25,700 "," $8,754 "," $17,440 "," $20,920 "," $25,700 "," $32,080 "," $39,280 "
,"Maintenance and repair workers, general"," $34,620 "," $13,265 "," $20,810 "," $26,540 "," $34,620 "," $44,980 "," $55,590 "
,"Maintenance workers, machinery"," $37,760 "," $13,625 "," $23,180 "," $29,450 "," $37,760 "," $48,500 "," $59,100 "
,"Makeup artists, theatrical and performance"," $31,450 "," $36,250 "," $16,450 "," $19,980 "," $31,450 "," $61,230 "," $94,500 "
,Management analysts," $75,250 "," $36,526 "," $42,550 "," $55,820 "," $75,250 "," $101,410 "," $134,820 "
,Management occupations," $89,330 "," $41,507 "," $43,400 "," $61,910 "," $89,330 "," $128,270 "," $156,676 "
,"Managers, all other"," $92,600 "," $38,829 "," $48,560 "," $66,110 "," $92,600 "," $123,190 "," $154,780 "
,Manicurists and pedicurists," $19,710 "," $7,712 "," $15,940 "," $17,360 "," $19,710 "," $25,000 "," $31,940 "
,Manufactured building and mobile home installers," $28,730 "," $9,071 "," $18,960 "," $23,400 "," $28,730 "," $34,890 "," $42,610 "
,Marine engineers and naval architects," $74,330 "," $29,913 "," $41,070 "," $55,990 "," $74,330 "," $97,800 "," $121,960 "
,Market research analysts," $61,580 "," $30,755 "," $34,260 "," $44,600 "," $61,580 "," $85,230 "," $111,900 "
,Marketing managers," $110,030 "," $45,346 "," $55,720 "," $78,340 "," $110,030 "," $149,390 "," $182,474 "
,Marriage and family therapists," $46,920 "," $17,026 "," $29,270 "," $36,480 "," $46,920 "," $58,440 "," $73,610 "
,Massage therapists," $35,230 "," $20,154 "," $17,270 "," $23,550 "," $35,230 "," $51,750 "," $68,670 "
,"Material moving workers, all other"," $32,020 "," $13,976 "," $18,140 "," $22,310 "," $32,020 "," $43,550 "," $54,520 "
,Materials engineers," $83,190 "," $27,518 "," $52,670 "," $64,950 "," $83,190 "," $104,170 "," $125,660 "
,Materials scientists," $80,300 "," $29,018 "," $43,820 "," $59,810 "," $80,300 "," $102,840 "," $125,760 "
,"Mathematical science teachers, postsecondary"," $63,640 "," $33,328 "," $35,480 "," $47,060 "," $63,640 "," $87,060 "," $118,450 "
,"Mathematical scientists, all other"," $48,210 "," $37,545 "," $32,330 "," $38,110 "," $48,210 "," $69,970 "," $112,090 "
,Mathematical technicians," $41,240 "," $15,356 "," $27,510 "," $32,200 "," $41,240 "," $52,740 "," $65,410 "
,Mathematicians," $93,580 "," $31,563 "," $50,960 "," $66,870 "," $93,580 "," $115,670 "," $142,460 "
,"Meat, poultry, and fish cutters and trimmers"," $22,130 "," $5,848 "," $16,860 "," $19,040 "," $22,130 "," $25,480 "," $30,750 "
,Mechanical door repairers," $34,620 "," $11,895 "," $21,500 "," $27,490 "," $34,620 "," $43,440 "," $53,100 "
,Mechanical drafters," $47,790 "," $16,283 "," $30,640 "," $37,840 "," $47,790 "," $59,740 "," $73,050 "
,Mechanical engineering technicians," $48,970 "," $15,913 "," $31,630 "," $38,650 "," $48,970 "," $60,990 "," $73,450 "
,Mechanical engineers," $77,020 "," $26,143 "," $49,730 "," $61,220 "," $77,020 "," $96,740 "," $117,550 "
,"Media and communication equipment workers, all other"," $57,490 "," $25,447 "," $25,140 "," $36,590 "," $57,490 "," $80,450 "," $98,530 "
,"Media and communication workers, all other"," $42,680 "," $26,213 "," $23,750 "," $31,350 "," $42,680 "," $62,210 "," $86,460 "
,Medical and clinical laboratory technicians," $36,030 "," $12,351 "," $23,850 "," $28,770 "," $36,030 "," $45,420 "," $55,210 "
,Medical and clinical laboratory technologists," $55,140 "," $14,208 "," $37,540 "," $45,810 "," $55,140 "," $65,050 "," $75,960 "
,Medical and health services managers," $81,850 "," $36,240 "," $49,750 "," $63,700 "," $81,850 "," $105,980 "," $140,300 "
,Medical and public health social workers," $46,300 "," $16,005 "," $28,600 "," $36,090 "," $46,300 "," $58,490 "," $71,190 "
,Medical appliance technicians," $35,010 "," $15,770 "," $23,000 "," $27,920 "," $35,010 "," $45,120 "," $60,500 "
,Medical assistants," $28,650 "," $7,659 "," $20,750 "," $24,060 "," $28,650 "," $33,760 "," $39,970 "
,Medical equipment preparers," $28,970 "," $7,939 "," $20,390 "," $23,870 "," $28,970 "," $34,710 "," $40,770 "
,Medical equipment repairers," $42,300 "," $15,997 "," $25,750 "," $32,110 "," $42,300 "," $55,330 "," $67,540 "
,Medical records and health information technicians," $31,290 "," $12,686 "," $20,850 "," $24,870 "," $31,290 "," $40,540 "," $51,510 "
,"Medical scientists, except epidemiologists"," $74,590 "," $39,067 "," $41,320 "," $53,600 "," $74,590 "," $103,060 "," $138,840 "
,Medical secretaries," $30,190 "," $9,138 "," $21,080 "," $24,950 "," $30,190 "," $36,830 "," $44,060 "
,Medical transcriptionists," $32,600 "," $8,835 "," $22,430 "," $27,230 "," $32,600 "," $39,020 "," $45,700 "
,Meeting and convention planners," $44,780 "," $18,948 "," $27,550 "," $34,770 "," $44,780 "," $58,140 "," $75,160 "
,Mental health and substance abuse social workers," $38,200 "," $15,418 "," $24,940 "," $30,480 "," $38,200 "," $49,840 "," $62,760 "
,Mental health counselors," $38,010 "," $16,531 "," $24,230 "," $29,920 "," $38,010 "," $50,140 "," $64,610 "
,Merchandise displayers and window trimmers," $25,970 "," $10,357 "," $17,220 "," $20,880 "," $25,970 "," $32,950 "," $42,440 "
,"Metal workers and plastic workers, all other"," $32,150 "," $14,423 "," $20,470 "," $25,230 "," $32,150 "," $41,470 "," $55,450 "
,Metal-refining furnace operators and tenders," $37,900 "," $10,497 "," $25,090 "," $30,940 "," $37,900 "," $45,620 "," $53,540 "
,"Meter readers, utilities"," $34,490 "," $14,270 "," $20,850 "," $26,120 "," $34,490 "," $44,890 "," $57,300 "
,Microbiologists," $66,580 "," $28,943 "," $39,150 "," $49,750 "," $66,580 "," $89,110 "," $113,150 "
,"Middle school teachers, except special and vocational education"," $50,770 "," $18,175 "," $34,360 "," $41,150 "," $50,770 "," $63,980 "," $79,200 "
,"Milling and planing machine setters, operators, and tenders, metal and plastic"," $34,720 "," $11,785 "," $22,260 "," $27,550 "," $34,720 "," $43,100 "," $52,990 "
,Millwrights," $48,130 "," $17,119 "," $31,030 "," $37,930 "," $48,130 "," $61,970 "," $74,880 "
,Mine cutting and channeling machine operators," $43,010 "," $9,691 "," $28,750 "," $35,500 "," $43,010 "," $50,510 "," $56,720 "
,"Mining and geological engineers, including mining safety engineers"," $79,440 "," $25,895 "," $48,400 "," $60,920 "," $79,440 "," $98,190 "," $119,300 "
,"Mining machine operators, all other"," $43,430 "," $11,296 "," $28,120 "," $35,460 "," $43,430 "," $50,210 "," $60,020 "
,"Mixing and blending machine setters, operators, and tenders"," $32,090 "," $11,213 "," $20,480 "," $25,210 "," $32,090 "," $40,450 "," $49,560 "
,"Mobile heavy equipment mechanics, except engines"," $44,120 "," $13,608 "," $29,250 "," $35,650 "," $44,120 "," $53,390 "," $64,850 "
,"Model makers, metal and plastic"," $41,220 "," $18,710 "," $23,600 "," $30,140 "," $41,220 "," $58,090 "," $71,490 "
,"Model makers, wood"," $30,610 "," $17,943 "," $17,990 "," $23,230 "," $30,610 "," $39,690 "," $60,450 "
,Models," $27,330 "," $16,783 "," $16,780 "," $19,870 "," $27,330 "," $36,930 "," $55,360 "
,"Molders, shapers, and casters, except metal and plastic"," $28,470 "," $9,305 "," $19,070 "," $22,930 "," $28,470 "," $35,200 "," $42,800 "
,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic"," $27,880 "," $10,255 "," $18,640 "," $22,210 "," $27,880 "," $35,260 "," $43,990 "
,Motion picture projectionists," $20,420 "," $7,775 "," $15,480 "," $17,170 "," $20,420 "," $25,560 "," $32,700 "
,"Motor vehicle operators, all other"," $26,130 "," $15,860 "," $16,350 "," $18,830 "," $26,130 "," $40,150 "," $52,590 "
,Motorboat mechanics," $35,430 "," $12,552 "," $22,440 "," $28,000 "," $35,430 "," $44,710 "," $55,030 "
,Motorboat operators," $33,210 "," $16,351 "," $20,700 "," $26,900 "," $33,210 "," $51,940 "," $59,920 "
,Motorcycle mechanics," $31,820 "," $12,168 "," $20,730 "," $25,510 "," $31,820 "," $40,230 "," $51,050 "
,Multi-media artists and animators," $58,250 "," $25,397 "," $32,360 "," $43,170 "," $58,250 "," $77,410 "," $99,130 "
,"Multiple machine tool setters, operators, and tenders, metal and plastic"," $31,220 "," $10,862 "," $20,910 "," $25,280 "," $31,220 "," $38,730 "," $48,130 "
,Museum technicians and conservators," $37,120 "," $18,340 "," $23,530 "," $28,480 "," $37,120 "," $49,280 "," $67,090 "
,Music directors and composers," $45,090 "," $24,216 "," $21,480 "," $32,210 "," $45,090 "," $61,630 "," $85,020 "
,Musical instrument repairers and tuners," $32,800 "," $16,006 "," $19,110 "," $24,950 "," $32,800 "," $44,300 "," $58,920 "
,Natural sciences managers," $114,560 "," $45,271 "," $68,640 "," $88,460 "," $114,560 "," $152,650 "," $186,456 "
,Network and computer systems administrators," $67,710 "," $24,429 "," $41,940 "," $52,940 "," $67,710 "," $85,830 "," $105,970 "
,Network systems and data communications analysts," $73,250 "," $27,241 "," $42,880 "," $55,900 "," $73,250 "," $94,320 "," $116,120 "
,New accounts clerks," $30,640 "," $7,527 "," $22,500 "," $26,320 "," $30,640 "," $36,390 "," $41,540 "
,Nonfarm animal caretakers," $19,550 "," $7,638 "," $15,590 "," $17,110 "," $19,550 "," $24,190 "," $31,660 "
,Nuclear engineers," $96,910 "," $28,622 "," $66,590 "," $81,460 "," $96,910 "," $114,990 "," $140,140 "
,Nuclear medicine technologists," $67,910 "," $15,903 "," $48,710 "," $57,640 "," $67,910 "," $79,630 "," $90,650 "
,Nuclear power reactor operators," $72,650 "," $18,846 "," $54,590 "," $62,720 "," $72,650 "," $84,270 "," $100,310 "
,Nuclear technicians," $67,340 "," $17,249 "," $41,330 "," $53,110 "," $67,340 "," $78,950 "," $92,580 "
,Numerical tool and process control programmers," $46,010 "," $16,353 "," $29,220 "," $36,720 "," $46,010 "," $57,820 "," $71,560 "
,"Nursing aides, orderlies, and attendants"," $24,040 "," $6,664 "," $17,510 "," $20,490 "," $24,040 "," $28,990 "," $33,970 "
,"Nursing instructors and teachers, postsecondary"," $61,360 "," $23,891 "," $38,200 "," $48,410 "," $61,360 "," $78,410 "," $99,220 "
,Obstetricians and gynecologists," $201,369 "," $71,889 "," $99,520 "," $156,870 "," $201,369 "," $256,882 "," $313,771 "
,Occupational health and safety specialists," $63,230 "," $19,651 "," $37,910 "," $48,490 "," $63,230 "," $78,700 "," $93,210 "
,Occupational health and safety technicians," $44,830 "," $17,350 "," $27,080 "," $34,980 "," $44,830 "," $57,130 "," $72,300 "
,Occupational therapist aides," $25,730 "," $13,310 "," $16,280 "," $19,520 "," $25,730 "," $33,230 "," $47,590 "
,Occupational therapist assistants," $50,250 "," $12,523 "," $33,350 "," $41,200 "," $50,250 "," $59,890 "," $68,450 "
,Occupational therapists," $69,630 "," $20,422 "," $45,340 "," $57,230 "," $69,630 "," $84,150 "," $100,430 "
,Office and administrative support occupations," $30,410 "," $13,346 "," $18,380 "," $23,180 "," $30,410 "," $40,080 "," $51,910 "
,"Office and administrative support workers, all other"," $29,720 "," $12,255 "," $17,870 "," $22,030 "," $29,720 "," $38,780 "," $49,300 "
,"Office clerks, general"," $26,140 "," $9,535 "," $16,590 "," $20,250 "," $26,140 "," $33,010 "," $41,100 "
,"Office machine operators, except computer"," $26,610 "," $8,943 "," $18,210 "," $21,640 "," $26,610 "," $32,930 "," $40,450 "
,Operating engineers and other construction equipment operators," $39,770 "," $18,637 "," $26,210 "," $31,220 "," $39,770 "," $53,690 "," $70,040 "
,Operations research analysts," $70,070 "," $30,492 "," $40,030 "," $51,970 "," $70,070 "," $94,290 "," $119,140 "
,Ophthalmic laboratory technicians," $28,220 "," $9,964 "," $18,500 "," $22,240 "," $28,220 "," $35,810 "," $43,770 "
,"Opticians, dispensing"," $32,740 "," $11,438 "," $21,120 "," $26,070 "," $32,740 "," $41,660 "," $50,560 "
,Optometrists," $96,140 "," $36,651 "," $48,240 "," $71,190 "," $96,140 "," $126,110 "," $154,038 "
,Oral and maxillofacial surgeons," $210,265 "," $75,065 "," $101,730 "," $163,800 "," $210,265 "," $268,230 "," $327,632 "
,Order clerks," $28,510 "," $10,215 "," $18,140 "," $22,190 "," $28,510 "," $36,020 "," $44,490 "
,Orthodontists," $202,614 "," $72,334 "," $102,150 "," $157,840 "," $202,614 "," $258,470 "," $315,711 "
,Orthotists and prosthetists," $62,070 "," $26,462 "," $34,000 "," $44,370 "," $62,070 "," $82,000 "," $104,540 "
,Outdoor power equipment and other small engine mechanics," $29,280 "," $9,505 "," $18,910 "," $23,500 "," $29,280 "," $35,970 "," $43,900 "
,Packaging and filling machine operators and tenders," $25,130 "," $10,007 "," $17,200 "," $19,830 "," $25,130 "," $33,060 "," $41,040 "
,"Packers and packagers, hand"," $19,470 "," $7,645 "," $15,590 "," $17,010 "," $19,470 "," $24,590 "," $31,600 "
,"Painters, construction and maintenance"," $33,720 "," $15,095 "," $22,650 "," $27,560 "," $33,720 "," $44,110 "," $58,100 "
,"Painters, transportation equipment"," $38,230 "," $15,673 "," $24,010 "," $30,070 "," $38,230 "," $50,800 "," $63,250 "
,"Painting, coating, and decorating workers"," $23,790 "," $9,104 "," $16,800 "," $19,400 "," $23,790 "," $30,520 "," $38,180 "
,"Paper goods machine setters, operators, and tenders"," $34,120 "," $10,891 "," $21,290 "," $26,810 "," $34,120 "," $41,670 "," $50,820 "
,Paperhangers," $37,440 "," $20,215 "," $25,700 "," $30,770 "," $37,440 "," $52,040 "," $70,790 "
,Paralegals and legal assistants," $46,980 "," $18,145 "," $29,800 "," $36,760 "," $46,980 "," $60,620 "," $75,700 "
,Parking enforcement workers," $34,810 "," $10,112 "," $21,170 "," $26,750 "," $34,810 "," $43,070 "," $50,030 "
,Parking lot attendants," $19,200 "," $5,811 "," $15,580 "," $16,930 "," $19,200 "," $23,040 "," $28,020 "
,Parts salespersons," $28,130 "," $11,906 "," $17,550 "," $21,620 "," $28,130 "," $36,970 "," $47,220 "
,"Patternmakers, metal and plastic"," $36,470 "," $14,265 "," $22,740 "," $28,490 "," $36,470 "," $47,060 "," $59,090 "
,"Patternmakers, wood"," $32,190 "," $21,443 "," $20,590 "," $25,880 "," $32,190 "," $47,400 "," $68,250 "
,"Paving, surfacing, and tamping equipment operators"," $34,030 "," $15,534 "," $23,120 "," $27,450 "," $34,030 "," $44,650 "," $59,180 "
,Payroll and timekeeping clerks," $36,000 "," $10,050 "," $23,660 "," $29,220 "," $36,000 "," $43,400 "," $51,000 "
,"Pediatricians, general"," $152,240 "," $54,350 "," $84,840 "," $116,370 "," $152,240 "," $194,209 "," $237,218 "
,Personal and home care aides," $19,680 "," $4,400 "," $15,300 "," $16,930 "," $19,680 "," $23,060 "," $25,890 "
,Personal care and service occupations," $20,770 "," $11,329 "," $15,590 "," $17,310 "," $20,770 "," $27,730 "," $39,480 "
,"Personal care and service workers, all other"," $20,160 "," $8,571 "," $15,740 "," $17,540 "," $20,160 "," $25,190 "," $33,910 "
,Personal financial advisors," $68,200 "," $44,219 "," $33,790 "," $44,760 "," $68,200 "," $116,580 "," $142,398 "
,Pest control workers," $30,410 "," $10,255 "," $20,260 "," $24,930 "," $30,410 "," $37,460 "," $46,290 "
,"Pesticide handlers, sprayers, and applicators, vegetation"," $29,930 "," $9,565 "," $20,320 "," $24,570 "," $29,930 "," $36,880 "," $44,600 "
,Petroleum engineers," $108,910 "," $46,524 "," $58,600 "," $79,810 "," $108,910 "," $150,310 "," $183,597 "
,"Petroleum pump system operators, refinery operators, and gaugers"," $56,930 "," $14,446 "," $36,080 "," $45,740 "," $56,930 "," $66,720 "," $78,020 "
,Pharmacists," $109,180 "," $19,270 "," $79,270 "," $95,780 "," $109,180 "," $123,330 "," $134,290 "
,Pharmacy aides," $20,800 "," $6,672 "," $16,340 "," $18,060 "," $20,800 "," $25,030 "," $31,040 "
,Pharmacy technicians," $28,070 "," $8,053 "," $19,480 "," $23,020 "," $28,070 "," $33,820 "," $40,160 "
,"Philosophy and religion teachers, postsecondary"," $61,240 "," $29,495 "," $34,130 "," $45,530 "," $61,240 "," $81,760 "," $109,300 "
,Photographers," $29,770 "," $19,402 "," $17,120 "," $21,150 "," $29,770 "," $44,230 "," $62,340 "
,Photographic process workers," $26,480 "," $13,105 "," $17,460 "," $20,800 "," $26,480 "," $34,890 "," $47,900 "
,Photographic processing machine operators," $20,160 "," $7,515 "," $15,980 "," $17,630 "," $20,160 "," $24,560 "," $31,990 "
,"Physical scientists, all other"," $93,950 "," $32,176 "," $48,300 "," $69,210 "," $93,950 "," $119,840 "," $143,910 "
,Physical therapist aides," $23,890 "," $6,810 "," $17,330 "," $20,090 "," $23,890 "," $28,880 "," $34,100 "
,Physical therapist assistants," $48,290 "," $12,408 "," $30,400 "," $39,070 "," $48,290 "," $57,780 "," $66,460 "
,Physical therapists," $74,480 "," $21,005 "," $52,170 "," $62,270 "," $74,480 "," $87,940 "," $105,900 "
,Physician assistants," $84,420 "," $21,084 "," $55,880 "," $71,160 "," $84,420 "," $99,540 "," $115,080 "
,"Physicians and surgeons, all other"," $139,637 "," $49,851 "," $51,750 "," $108,780 "," $139,637 "," $178,132 "," $217,581 "
,Physicists," $106,390 "," $37,968 "," $56,210 "," $79,740 "," $106,390 "," $138,560 "," $165,750 "
,"Physics teachers, postsecondary"," $75,060 "," $36,891 "," $43,190 "," $56,090 "," $75,060 "," $102,110 "," $135,310 "
,Pile-driver operators," $46,270 "," $20,865 "," $30,360 "," $36,220 "," $46,270 "," $69,030 "," $80,000 "
,Pipelayers," $33,530 "," $15,240 "," $22,620 "," $27,040 "," $33,530 "," $44,650 "," $58,190 "
,"Plant and system operators, all other"," $49,760 "," $13,312 "," $29,060 "," $38,290 "," $49,760 "," $60,240 "," $69,440 "
,Plasterers and stucco masons," $37,770 "," $17,096 "," $25,230 "," $30,240 "," $37,770 "," $49,090 "," $65,420 "
,"Plating and coating machine setters, operators, and tenders, metal and plastic"," $28,590 "," $10,285 "," $19,260 "," $22,890 "," $28,590 "," $36,160 "," $44,690 "
,"Plumbers, pipefitters, and steamfitters"," $46,320 "," $20,549 "," $27,600 "," $34,960 "," $46,320 "," $62,430 "," $79,470 "
,Podiatrists," $116,250 "," $41,502 "," $48,770 "," $78,270 "," $116,250 "," $148,298 "," $181,139 "
,Police and sheriff's patrol officers," $53,210 "," $19,348 "," $31,400 "," $40,450 "," $53,210 "," $67,990 "," $83,550 "
,"Police, fire, and ambulance dispatchers"," $34,790 "," $11,860 "," $22,200 "," $27,550 "," $34,790 "," $43,660 "," $53,190 "
,"Political science teachers, postsecondary"," $68,790 "," $36,440 "," $37,230 "," $50,820 "," $68,790 "," $93,540 "," $128,790 "
,Political scientists," $104,090 "," $31,203 "," $46,520 "," $69,630 "," $104,090 "," $133,540 "," $151,360 "
,Postal service clerks," $52,530 "," $3,782 "," $46,350 "," $52,520 "," $52,530 "," $53,670 "," $54,630 "
,Postal service mail carriers," $52,200 "," $3,435 "," $37,950 "," $43,580 "," $52,200 "," $53,680 "," $53,700 "
,"Postal service mail sorters, processors, and processing machine operators"," $52,520 "," $2,637 "," $34,490 "," $49,680 "," $52,520 "," $52,530 "," $52,540 "
,Postmasters and mail superintendents," $58,770 "," $15,270 "," $36,180 "," $49,540 "," $58,770 "," $72,300 "," $81,190 "
,"Postsecondary teachers, all other"," $64,680 "," $38,242 "," $32,180 "," $45,770 "," $64,680 "," $90,300 "," $128,330 "
,"Pourers and casters, metal"," $33,780 "," $10,709 "," $21,490 "," $26,910 "," $33,780 "," $40,450 "," $50,180 "
,Power distributors and dispatchers," $66,990 "," $15,736 "," $46,130 "," $55,740 "," $66,990 "," $78,340 "," $89,510 "
,Power plant operators," $60,400 "," $15,324 "," $39,520 "," $49,380 "," $60,400 "," $71,520 "," $82,770 "
,"Precision instrument and equipment repairers, all other"," $50,140 "," $14,992 "," $31,340 "," $39,150 "," $50,140 "," $60,930 "," $72,840 "
,Prepress technicians and workers," $35,810 "," $12,769 "," $21,610 "," $27,530 "," $35,810 "," $46,010 "," $55,770 "
,"Preschool teachers, except special education"," $24,540 "," $11,694 "," $16,420 "," $19,280 "," $24,540 "," $32,240 "," $43,570 "
,"Pressers, textile, garment, and related materials"," $19,370 "," $5,105 "," $15,500 "," $17,060 "," $19,370 "," $22,960 "," $26,890 "
,Printing machine operators," $32,970 "," $12,836 "," $19,840 "," $25,070 "," $32,970 "," $42,730 "," $53,310 "
,Private detectives and investigators," $42,110 "," $20,729 "," $24,700 "," $32,140 "," $42,110 "," $57,910 "," $75,970 "
,Probation officers and correctional treatment specialists," $46,530 "," $20,108 "," $30,540 "," $36,030 "," $46,530 "," $62,080 "," $78,860 "
,Procurement clerks," $36,110 "," $9,506 "," $23,380 "," $29,020 "," $36,110 "," $43,390 "," $50,110 "
,Producers and directors," $66,720 "," $41,378 "," $30,560 "," $42,890 "," $66,720 "," $111,250 "," $135,887 "
,Production occupations," $29,970 "," $14,605 "," $18,220 "," $22,520 "," $29,970 "," $40,290 "," $53,800 "
,"Production workers, all other"," $27,730 "," $14,477 "," $17,440 "," $20,830 "," $27,730 "," $38,110 "," $51,530 "
,"Production, planning, and expediting clerks"," $41,560 "," $14,558 "," $25,500 "," $31,970 "," $41,560 "," $52,850 "," $64,250 "
,Proofreaders and copy markers," $30,700 "," $12,255 "," $17,810 "," $23,020 "," $30,700 "," $40,320 "," $50,190 "
,"Property, real estate, and community association managers"," $48,460 "," $33,190 "," $23,890 "," $33,900 "," $48,460 "," $71,450 "," $104,400 "
,Prosthodontists," $111,110 "," $39,667 "," $40,290 "," $44,380 "," $111,110 "," $141,741 "," $173,130 "
,Protective service occupations," $36,170 "," $22,467 "," $18,560 "," $24,200 "," $36,170 "," $54,730 "," $73,730 "
,"Protective service workers, all other"," $29,420 "," $14,820 "," $17,670 "," $21,980 "," $29,420 "," $39,990 "," $53,690 "
,Psychiatric aides," $25,650 "," $10,022 "," $16,910 "," $20,020 "," $25,650 "," $32,810 "," $41,540 "
,Psychiatric technicians," $28,140 "," $13,507 "," $18,140 "," $22,500 "," $28,140 "," $36,270 "," $50,140 "
,Psychiatrists," $160,230 "," $57,203 "," $65,590 "," $110,530 "," $160,230 "," $204,402 "," $249,668 "
,"Psychologists, all other"," $86,540 "," $21,339 "," $41,070 "," $61,340 "," $86,540 "," $103,450 "," $117,470 "
,"Psychology teachers, postsecondary"," $65,760 "," $31,734 "," $36,050 "," $49,170 "," $65,760 "," $87,710 "," $117,480 "
,Public address system and other announcers," $27,210 "," $22,074 "," $16,080 "," $18,540 "," $27,210 "," $42,430 "," $64,870 "
,Public relations managers," $89,690 "," $39,278 "," $47,800 "," $64,820 "," $89,690 "," $125,220 "," $152,951 "
,Public relations specialists," $51,960 "," $27,167 "," $30,520 "," $38,740 "," $51,960 "," $72,180 "," $96,630 "
,"Pump operators, except wellhead pumpers"," $39,460 "," $15,102 "," $23,860 "," $30,180 "," $39,460 "," $51,410 "," $63,330 "
,"Purchasing agents and buyers, farm products"," $53,150 "," $29,239 "," $30,250 "," $40,130 "," $53,150 "," $73,630 "," $101,480 "
,"Purchasing agents, except wholesale, retail, and farm products"," $54,810 "," $22,002 "," $34,160 "," $42,350 "," $54,810 "," $72,130 "," $89,830 "
,Purchasing managers," $91,440 "," $34,558 "," $52,910 "," $69,100 "," $91,440 "," $118,740 "," $145,960 "
,Radiation therapists," $74,170 "," $21,892 "," $49,980 "," $60,530 "," $74,170 "," $90,650 "," $107,230 "
,Radio and television announcers," $27,520 "," $28,227 "," $16,070 "," $19,390 "," $27,520 "," $42,290 "," $76,340 "
,Radio mechanics," $41,060 "," $13,543 "," $25,780 "," $31,770 "," $41,060 "," $51,050 "," $61,950 "
,Radio operators," $43,040 "," $15,517 "," $21,400 "," $31,040 "," $43,040 "," $55,430 "," $67,340 "
,Radiologic technologists and technicians," $53,240 "," $14,872 "," $35,700 "," $43,510 "," $53,240 "," $64,070 "," $75,440 "
,Rail car repairers," $46,460 "," $12,361 "," $28,870 "," $36,000 "," $46,460 "," $56,530 "," $64,710 "
